Issue Number,Title,State,Comments,Created At,Closed At
966,bufaccess test leaks memory,open,0,2009-10-11,N/A
965,[with patch] update cython_freeze,closed,8,2009-10-11,2009-10-29
964,Implement CEP 108: split bytes/str/unicode into separate types,closed,2,2009-10-10,2009-10-10
963,"Optimize ""int"" when used for ""floor and conversion to integral type""",closed,2,2009-10-09,2009-10-29
962,Let ssize_t be a native type.,closed,10,2009-10-09,2010-04-30
961,Seamless C99/C++ complex numbers support,closed,3,2009-10-07,2009-10-23
960,Optimise further list methods,closed,3,2009-10-07,2009-10-07
959,Optimise unicode.encode(),closed,2,2009-10-07,2009-10-07
958,type-punning warning when accessing built-in types as objects,closed,2,2009-10-06,2009-10-11
957,[with patch] remove -Wextra empty body warning,closed,3,2009-10-06,2009-10-06
956,"[with patch] Set module_is_main = 1 in main(), not globally",closed,6,2009-10-06,2009-11-05
955,Inplace operators on complex numbers,closed,7,2009-10-05,2012-04-21
954,conjugate() method on complex numbers,closed,7,2009-10-05,2009-11-05
953,[with patch] Make cython_freeze.py executable,closed,3,2009-10-04,2009-10-06
951,Temp handling in ForFromStatNode needs cleanup,open,0,2009-10-04,N/A
950,Document the autotestdict directive (#387),open,8,2009-10-03,N/A
949,Make Cython modules work with doctest,closed,10,2009-10-03,2010-01-31
948,Make complex number type from typedef float,open,5,2009-10-01,N/A
947,Cleanup: Make after_types the default in UtilityCode,closed,1,2009-10-01,2009-10-01
946,floor division on ctypedef-ed type results in non-compilable C code,closed,3,2009-10-01,2009-10-03
945,Easy script to build and push documentation.,closed,3,2009-10-01,2009-11-12
944,Document compiler directives,closed,1,2009-09-30,2018-05-07
943,"Integrate ""Cython Tutorial"" paper into docs",open,4,2009-09-30,N/A
942,"Integrate ""Fast numerical computations in Cython"" paper into docs",open,4,2009-09-30,N/A
941,cython -r recursive option broken,open,0,2009-09-28,N/A
940,Trunk NumPy doesn't work with numpy.pxd,closed,4,2009-09-28,2009-10-16
939,cython.locals in pxd broken for pure mode,closed,3,2009-09-27,2009-09-27
938,More missing files in manifest.in,closed,1,2009-09-26,2009-09-26
789,Many warnings for buffer access.,closed,5,2009-09-25,2020-05-05
937,Enable profiling of Cython modules,closed,2,2009-09-25,2009-09-25
936,bug in typed computed default arguments,closed,2,2009-09-25,2009-10-15
935,bug in range optimization,closed,2,2009-09-25,2009-10-04
934,numpy.pxd creates erroneous format string on record dtype,closed,1,2009-09-24,2009-09-25
933,Unraisable exceptions should be a compile time error whenever possible,open,1,2009-09-16,N/A
932,Compiler directive: warning_undeclared,closed,4,2009-09-16,2010-01-22
931,Cascading assignments of Python bools are inefficient,closed,4,2009-09-13,2014-09-24
930,Some tests fail in Py 2.4 due to non-portable test code,closed,3,2009-09-12,2009-10-27
929,Error reporting can fail when the code contains Unicode,closed,2,2009-09-12,2009-09-12
928,unicode.encode() should call the specific C-API encoding functions,closed,2,2009-09-12,2009-09-12
927,Python literals loose their type information during type analysis,closed,2,2009-09-12,2009-09-12
926,Make sure we handle ob_type->tp_flags inheritance correctly,open,1,2009-09-11,N/A
925,PyErr_Restore declaration,closed,1,2009-09-10,2009-09-10
924,remove is_longlong on PyrexTypes,closed,2,2009-09-10,2009-09-10
923,Extern typedef float <-> Python object conversion,closed,2,2009-09-09,2009-10-16
922,allow string -> unsigned char*,closed,2,2009-09-09,2009-09-11
921,remove genindex and modindex links in sphinx docs,closed,1,2009-09-09,2013-04-26
920,calculate_result_code not implemented,closed,5,2009-09-09,2010-05-04
919,Fix Rectangle Demo in manual and on wiki,closed,3,2009-08-25,2010-07-18
918,"Bad ordering in [type ..., object ...] class declaration",closed,4,2009-08-25,2009-09-11
917,bint type isn't handled in readonly property access,closed,3,2009-08-22,2010-05-04
916,[kurt-gsoc branch] Add nice string representation to MemoryViewSliceType,closed,1,2009-08-20,2012-02-24
915,Code object support in exec statement,closed,5,2009-08-19,2009-09-11
914,switch transform is broken for in-list tests,closed,2,2009-08-08,2009-08-08
913,Ship Mark Lodato's Cython Freeze,closed,3,2009-08-07,2009-08-07
912,Should extern typedefs require an explicit cast?,open,0,2009-08-07,N/A
911,warn on unpaired __cinit__ and __dealloc__,open,0,2009-08-07,N/A
910,numpy.complex128_t etc. does not result in a Cython complex type,closed,2,2009-07-29,2009-07-29
908,"Exceptions caught and handled in Cython are ""leaked"" into Python",closed,4,2009-07-11,2009-10-18
907,Necessary refactoring of mangling methods in Symtab.py,open,0,2009-07-09,N/A
906,Check all possible errors prior to code generation,closed,3,2009-07-09,2009-09-10
905,__future__.division doesn't apply to constants and C integers,closed,3,2009-07-04,2009-07-08
904,Templates/memory views: Resolve parser ambiguities at a later stage,closed,6,2009-06-30,2010-02-04
903,Move Cython-language utility code inclusion to code generation phase,open,1,2009-06-30,N/A
902,Problem with buffer/memview parsing strategy,open,3,2009-06-28,N/A
901,Add library functions to numpy.pxd,closed,11,2009-06-28,2020-05-05
899,for-from with object argument allowed in nogil mode,closed,2,2009-06-27,2009-06-30
898,class decorators for cdef classes,open,3,2009-06-26,N/A
897,class decorators (PEP 3129),closed,3,2009-06-26,2009-06-26
896,Utility code written in Cython,closed,3,2009-06-25,2009-06-30
895,support duplicating cdef class fields in both pxd and pyx,open,0,2009-06-24,N/A
894,"[with patch, positive review] extern ctypedef integral <-> python object conversion",closed,12,2009-06-19,2009-09-11
893,misleading error message for buffer types,open,1,2009-06-17,N/A
892,use -ansi flag for runtests,open,0,2009-06-17,N/A
891,pxd locals ignored in .py compilation,closed,3,2009-06-17,2010-02-04
890,gil checks in .pxd files cannot rely on type information,closed,2,2009-06-11,2009-06-30
888,cython 0.11.2 runtest.py errors on solaris 8 (sparc) due to fmodf(),closed,2,2009-06-10,2010-01-31
887,cpdef attributes should give an compile-time error,closed,0,2009-06-05,2021-07-02
886,__hash__ gives runtime error when -1 returned,closed,2,2009-06-03,2009-07-05
885,calling len() on char*,closed,2,2009-06-01,2009-11-26
884,Wrap docstrings with PyDoc_STRVAR macro.,closed,1,2009-06-01,2019-03-04
883,Allow conditional compilation environment in distutils,open,0,2009-06-01,N/A
882,Honor distutils dependencies,closed,5,2009-06-01,2010-08-31
881,Test suite for pyximport,closed,1,2009-05-26,2022-02-02
880,Type checking when casting objects to pointers,open,5,2009-05-20,N/A
879,Some testcases fail on py3,closed,7,2009-05-17,2010-05-04
878,"Buffers, complex floats and C++ on gcc 4.2.4 fails",closed,5,2009-05-17,2009-05-20
877,extsetslice testcase fails in Python 3,closed,1,2009-05-17,2009-05-17
876,optimise enumerate(),closed,2,2009-05-15,2009-05-15
875,ValueError Exception raised during type checking when mixing bint and ndarray,open,0,2009-05-15,N/A
874,[patch] array.pxd - fast Cython access for Python's builtin array.array,closed,8,2009-05-14,2012-06-21
873,Disallow <double*>python_obj cast,closed,2,2009-05-14,2009-05-14
872,[with patch] pyximport patch: use distutils.cfg + setup() args in .pyxbld + fast install(),closed,9,2009-05-08,2009-10-23
871,Buffers: Acquisition counted buffers,open,4,2009-05-06,N/A
870,Documentation: Buffer slot/PEP 3118 special functions,closed,1,2009-05-05,2021-04-18
869,type of a list/tuple slice is unknown,closed,2,2009-05-04,2009-05-04
868,closures for module scope,closed,2,2009-05-03,2021-04-19
867,"Crash on non_existing(None, keyword=3)",closed,4,2009-05-02,2009-10-15
866,wraparound directive,closed,4,2009-05-01,2009-05-06
748,support for c complex numbers in Cython,closed,2,2009-05-01,2009-05-17
865,Error reporting: Invalid code crashes Cython,closed,1,2009-04-30,2009-10-15
864,extension type member of type numpy.float_t looses its value,closed,8,2009-04-30,2009-07-06
863,Usability problem: Cannot access .shape member of numpy.ndarray as tuple,open,12,2009-04-30,N/A
862,Buffers: Store acquired buffers as typed fields in cdef classes + global variables,open,0,2009-04-28,N/A
861,Buffers: Acquire through coercion,open,0,2009-04-28,N/A
859,Buffers: Clean up internal representation of acquired buffers,open,8,2009-04-28,N/A
746,recursive tuple unpacking is broken in 0.11 due to old-style temps,closed,1,2009-04-26,2009-04-26
858,Enable for-in-range optimisation also for untyped loop vars,open,2,2009-04-25,N/A
857,Buffers: Copy-in/copy-out of buffers,closed,2,2009-04-24,2009-04-24
856,compiler directive to control METH_O and METH_NOARGS flags,closed,2,2009-04-24,2009-04-28
855,Document feature: packed struct,closed,4,2009-04-23,2021-04-19
854,implement closures,closed,2,2009-04-23,2009-04-23
853,Garbage in HTML/annotation in simple example code,open,5,2009-04-22,N/A
852,make embedded mode handle errors better,closed,2,2009-04-21,2009-04-22
851,Support for packed structs,closed,2,2009-04-20,2009-04-23
850,make cython natively support embedding,closed,5,2009-04-20,2009-04-21
849,method aliasing via assignment,open,1,2009-04-19,N/A
848,incorrect C code generated on method assignment,closed,5,2009-04-19,2009-05-14
847,error parsing .pxd with derived class,closed,4,2009-04-19,2009-09-10
846,numpy.pxd: No endianness or packing in buffer format string,closed,9,2009-04-18,2009-05-20
844,"""cdef list"" variable generates incorrect PyList_SetItem code",closed,4,2009-04-17,2009-04-18
843,cdef inline functions in pxds can't have default arguments,closed,2,2009-04-16,2021-04-19
842,explore ways to trap SIGFPE instead of doing runtime checks,open,1,2009-04-15,N/A
841,Possible race condition w/ nogil exception propagation,closed,5,2009-04-15,2017-09-05
840,"""cdef"" statement allows invalid syntax",closed,2,2009-04-14,2009-05-03
839,compiler crash on .pxd -> .py definitions,closed,3,2009-04-14,2017-07-24
838,Sage segfaults,closed,6,2009-04-10,2009-04-14
837,some tests are cpp specific,closed,2,2009-04-10,2009-04-10
836,bad code generation for ctypedef classes when initializing 'tp_weaklistoffset' type slot,closed,5,2009-04-08,2009-04-16
835,"fix for ""exec"" statement implementation",closed,2,2009-04-08,2009-04-10
834,use PY_FORMAT_SIZE_T to format Py_ssize_t values,closed,5,2009-04-06,2009-04-16
833,nogil check for usage of new temps,closed,9,2009-04-01,2009-05-20
832,Missing test: Raising exception from module init code,closed,1,2009-03-31,2021-04-24
831,Module init code doesn't decref new temps on exception,closed,1,2009-03-31,2009-03-31
830,CEnumDefNode leaks memory during construction,closed,3,2009-03-31,2009-04-10
829,Change command line compiler directive priority,closed,3,2009-03-31,2009-10-16
828,optimise away redundant None and type checks,closed,2,2009-03-29,2010-05-04
827,Temp error related to if-else expression,closed,2,2009-03-28,2009-03-29
826,builtin exceptions used in except + clauses not getting initalized,closed,2,2009-03-27,2021-04-18
825,stdexcept should be added when cpp exception handling used,closed,5,2009-03-27,2009-04-03
824,handle @property decorator,closed,3,2009-03-27,2018-08-19
823,module local (private) cdef classes,closed,3,2009-03-27,2010-10-30
822,pre-declaring a cdef class without its base type doesn't raise an error,open,3,2009-03-27,N/A
821,Cython emits references to std::exception without #include-ing it,closed,1,2009-03-27,2009-03-27
820,floor division not respected by c floats,closed,2,2009-03-26,2009-03-28
819,future division not respected by C ints (including literals),closed,5,2009-03-26,2015-05-01
726,"redeclaration of builtin types, followup for #170",closed,7,2009-03-25,2009-11-27
818,create_convert_utility_code() in PyrexTypes needs a rewrite,closed,5,2009-03-25,2009-05-22
817,for..from by step doesn't work with pointers,open,1,2009-03-25,N/A
816,better c int <-> python object conversion,closed,8,2009-03-24,2009-04-10
815,for..from by step doesn't work with floating point steps,closed,2,2009-03-24,2009-03-25
814,move constant folding before type analysis,closed,2,2009-03-24,2009-03-24
813,"names of parameters with defaults not mangled in cdef, cpdef functions",closed,8,2009-03-23,2009-11-05
812,"Suboptimal code for empty ""except"" blocks",closed,2,2009-03-22,2009-03-22
811,Traceback method name is wrong for exceptions caught in methods,closed,5,2009-03-22,2009-10-23
810,build overhead,closed,3,2009-03-20,2010-03-14
809,line breaks between imported names,closed,6,2009-03-19,2009-09-11
808,Better error when Python headers not found,closed,1,2009-03-19,2009-03-19
807,support const keyword on types,closed,1,2009-03-19,2013-04-26
806,Compiler crash on invalid code (external structs to object conversion),closed,5,2009-03-19,2009-10-15
805,"Crash when using ""with gil"" in Py2.3-2.4.1 before threading is initialised",closed,2,2009-03-19,2009-03-19
804,Fix all the loop bugs,closed,5,2009-03-18,2009-03-25
803,cryptic error when keyword arguments used with cdef method,closed,1,2009-03-18,2009-03-19
802,cryptic error when keyword arguments used with cdef method,closed,4,2009-03-18,2009-03-19
801,Invalid syntax leads to cython crash,closed,4,2009-03-17,2010-11-08
800,lexicon unpickling,closed,3,2009-03-17,2009-03-19
799,support __new__() in extension types,open,4,2009-03-16,N/A
798,Large integer constants wrap around or fail to compile,closed,6,2009-03-16,2009-09-11
797,Python methods on corresponding C types (float/int),closed,6,2009-03-16,2009-12-03
796,Support PEP 3132: Extended Iterable Unpacking,closed,2,2009-03-14,2009-04-10
795,Cython must become 2to3 clean to port it to Py3,closed,3,2009-03-13,2009-05-03
794,Calls to known types need better optimisation support,closed,6,2009-03-13,2009-03-29
793,result type of calling an extension type is unknown,closed,8,2009-03-13,2009-03-29
792,The remaining parts of lexer and parser should get compiled into C code,closed,4,2009-03-12,2014-09-24
791,def-to-c(p)def method override in .pxd files fails for subclass methods,closed,4,2009-03-11,2009-04-03
790,"Cython % operator on cdef int has C semantics, not Python semantics",closed,6,2009-03-11,2009-11-05
788,Exceptions get lost inside except blocks when shadowed by exceptions raised by Cython,closed,8,2009-03-03,2009-10-18
787,PyBool_CheckExact not defined in c code for python 2.5.4.,closed,2,2009-03-01,2009-03-01
786,Type vtable needs types assignments for strict aliasing,closed,2,2009-02-27,2009-02-28
785,"[with patch, needs review] recursion stack overflow in control flow analysis",closed,6,2009-02-27,2009-11-22
784,optimize printing of one object,closed,4,2009-02-26,2009-03-14
783,Memory leak in cascaded comparisons,closed,4,2009-02-26,2009-03-14
