Issue Number,Title,State,Comments,Created At,Closed At
2661,Setting `language_level=3` breaks `cimport` with one or more nested directory,closed,4,2018-10-16,2018-11-30
2660,Directive for force-compiling code branches for different bint-parameters?,open,8,2018-10-15,N/A
2659,importlib.reload() does not re-execute module-level code,open,1,2018-10-15,N/A
2658,Cannot use an enum type as type argument,open,0,2018-10-15,N/A
2657,Smarter bounds checks,closed,1,2018-10-14,2018-10-14
2656,ENH: Arbitrary Dimensional memoryviews,open,4,2018-10-14,N/A
2655,"Fused types in pxd --> Exception: This may never happen, please report a bug",open,0,2018-10-13,N/A
2654,Enable TLS on cython.org,closed,2,2018-10-12,2018-10-13
2653,Cython using Windows SDK 10,closed,1,2018-10-11,2018-10-11
2652,Problems using Windows SDK 10,closed,0,2018-10-11,2018-10-11
2651,Combining @staticmethod and @abc.abstractmethod fails at runtime,closed,6,2018-10-11,2019-03-30
2650,`__defaults__` behavior different under cpython/cython,closed,8,2018-10-09,2021-12-14
2649,Bug: NamedTuple doesn't work after cythonization,closed,2,2018-10-09,2018-10-14
2648,Feedback on PyPy specific GC hooks,open,7,2018-10-08,N/A
2647,BUG: fused types incorrectly raising TypeError by miscounting arguments,open,2,2018-10-07,N/A
2646,Fused types: companion types,open,1,2018-10-06,N/A
2645,Only error out for non-ASCII literals on actual bytes literals,closed,2,2018-10-05,2018-10-14
2644,Cannot assign MemoryView values from read-only object,closed,2,2018-10-05,2018-11-01
2643,cdiv and cmod incorrect?,closed,3,2018-10-04,2020-03-16
2642,Fix Memviewslice docstrings,closed,1,2018-10-02,2018-10-27
2641,"Improve message for deprecated ""language=..."" option",closed,0,2018-10-02,2018-10-13
2640,ENH: allow @property decorator on external ctypedef classes,closed,17,2018-10-02,2019-01-16
2639,Absolute cimporting errors,closed,1,2018-10-01,2018-10-14
2638,Bug in absolute import handling in python 2.7,closed,4,2018-10-01,2018-11-01
2637,Add --3str command line option to 'cython' program,closed,3,2018-09-29,2018-10-13
2636,Implement PEP 572: Assignment Expressions,closed,4,2018-09-29,2022-01-27
2635,"Add new ""language_level=3str""",closed,0,2018-09-29,2018-09-29
2634,Cython embedsignature gives useless information for memoryviews in Sphinx,closed,2,2018-09-29,2018-10-27
2633,std::any,closed,1,2018-09-28,2023-03-16
2632,Issues with the c_string_encoding directive at the top of a file.,closed,0,2018-09-27,2018-09-29
2631,Using a C type list in Cython,closed,0,2018-09-26,2018-09-26
2630,Inlining failed in call to always_inline ‘_mm256_loadu_si256’: target specific option mismatch,closed,1,2018-09-25,2018-09-25
2629,"DOC, TST: test and document external extension type attribute aliasing",closed,3,2018-09-25,2018-09-26
2628,Generalise parallel loops - piter(),open,0,2018-09-25,N/A
2627, ENH: add check_size option to ctypedef class for external classes ,closed,12,2018-09-24,2018-09-29
2626,"MAINT: if subtree test fails, print out all stdout, stderr not just last",closed,1,2018-09-24,2018-09-24
2625,Add a new directive 'str_is_str=True',closed,0,2018-09-24,2018-09-24
2624,Deduplicate constant tuples and slices,closed,0,2018-09-23,2018-09-23
2623,Call out the different name used for the wrapper,closed,1,2018-09-22,2018-09-22
2622,TEST: add test for 'binary incompatibility' warning,closed,6,2018-09-22,2018-09-23
2621,"Problems with ""from xyz import *""",closed,2,2018-09-22,2018-09-22
2620,Fix lambdas/genexpr in @cfunc functions,closed,0,2018-09-22,2018-09-22
2619,Cannot pickle nested pyspark udf function,closed,6,2018-09-21,2018-09-21
2618,Load constants from data segment,open,1,2018-09-21,N/A
2617,Stopped generating C files.,closed,3,2018-09-20,2018-09-22
2616,Compiler warning: value used before set in PyInt_AsSsize_t(x),closed,1,2018-09-20,2018-09-21
2615,Allow catching both C++ and Python exceptions.,closed,3,2018-09-20,2018-09-22
2614,Use of uninitialised value in __Pyx_Coroutine_Send,closed,7,2018-09-18,2018-09-23
2613,Cython produces invalid C in some cases,closed,5,2018-09-18,2018-09-22
2611,detecting compiler from setup.py ,closed,1,2018-09-17,2018-09-17
2610,"Perform <object>NULL check for ""except +"" calls",closed,1,2018-09-17,2018-09-17
2609,Reconsider inspect.iscoroutine() etc.,closed,3,2018-09-16,2022-07-31
2608,"Warn when no ""language_level"" is specified.",closed,0,2018-09-15,2018-09-16
2607,Use exception stack in Py3.7,closed,0,2018-09-15,2018-09-15
2606,updata pull,closed,0,2018-09-13,2018-09-13
2605,extra_compile_args don't get passed through on Windows/MSVC,open,1,2018-09-13,N/A
2604,getattr() doesn't work on a cppclass,open,11,2018-09-13,N/A
2603,"Python exceptions can't propagate from an ""except +"" function",closed,1,2018-09-12,2018-09-17
2602,flaky test: Interrupted system call in longlongindex,open,3,2018-09-11,N/A
2601,Support Unicode identifiers,closed,2,2018-09-11,2019-08-24
2600,Fix to work with the new Pythran API,closed,5,2018-09-10,2018-09-16
2599,fopenmp issue on mac,closed,1,2018-09-10,2024-02-10
2598,Simple example for how to compile a Cython executable using CMake.,closed,1,2018-09-08,2018-09-10
2597,cython yield-equivalent,open,2,2018-09-08,N/A
2596,Support (tempita/template) based code generation,open,7,2018-09-07,N/A
2595,cython_inline compiler directives support,closed,1,2018-09-04,2018-09-07
2594,"Cython Invalid types for '>' (float[:, :], float)",closed,1,2018-09-04,2018-09-04
2593,Warn when `language_level` is not set,closed,0,2018-09-03,2018-09-16
2592,Provide public APIs to get parse tree/syntax errors,closed,2,2018-09-03,2018-12-02
2591,Problem installing pydigree,closed,1,2018-09-03,2018-09-03
2590,Problem with Jupyter notebook,closed,8,2018-08-31,2018-09-03
2589,`object` vs `PyObject*`,closed,2,2018-08-31,2019-07-08
2588,boundscheck directive not applied to memoryview slices?,closed,2,2018-08-30,2018-10-30
2587,Can Cython use Python type hints?,closed,17,2018-08-30,2018-08-30
2586,cython and gcc,closed,2,2018-08-29,2018-08-29
2585,Special cases in iterable unpacking,open,0,2018-08-28,N/A
2584,"Support pickling lambdas and nested functions, e.g. for Spark udf functions",open,12,2018-08-28,N/A
2583,Support two-element slicing with literal None,closed,3,2018-08-28,2018-09-07
2582,Added the pep8 rule: W291 trailing whitespaces.,closed,1,2018-08-26,2018-08-26
2581,Print run time stats in the test runner,closed,4,2018-08-26,2018-08-28
2580,"Enable ""__future__.generator_stop"" in Py3",closed,1,2018-08-25,2019-01-08
2579,"Allow (compile-time) conditional ""with nogil"" blocks",closed,20,2018-08-25,2019-02-26
2578,Add stdint compatibility shim for Windows,open,3,2018-08-25,N/A
2577,Accessing memoryview base attribute uses Python attribute access,open,2,2018-08-24,N/A
2576,Unable to access memoryview's size without GIL,open,5,2018-08-23,N/A
2575,Added basic ctuple documentation.,closed,2,2018-08-23,2018-08-24
2574,Documentation does not describe ctuples?,closed,5,2018-08-23,2018-08-24
2573,Add export of the bytearray cpython api,closed,1,2018-08-23,2018-08-23
2572,Fix overflow.fold being available on most directives in pure python mode,closed,1,2018-08-23,2018-08-23
2571,Add unbounded pointer depth in pure Python 3.7+,open,7,2018-08-22,N/A
2570,stdint compat for windows,open,6,2018-08-22,N/A
2569,removal of deprecated numpy APIs breaks pandas/scipy builds,closed,1,2018-08-22,2018-08-23
2568,Support `bint` in `optimize.use_switch`,open,3,2018-08-22,N/A
2567,Add PyArray_IS_F_CONTIGUOUS,closed,5,2018-08-22,2018-08-23
2566,Corrected broken URL of the notebook.,closed,0,2018-08-21,2018-08-21
2565,Change directive default to `language_level=3`,closed,3,2018-08-18,2019-01-14
2564,Change directive default to `binding=True`,closed,2,2018-08-18,2020-03-23
2563,Strided memoryview cast,open,1,2018-08-17,N/A
2562,"__qualname__ inconsistent on Python 2, returns a descriptor on the class instead of class name",closed,3,2018-08-17,2019-08-27
2561,ENH: Create arm wheels for PyPI,closed,14,2018-08-17,2021-07-16
2560,Fix C++11 tests for OS X,closed,0,2018-08-15,2018-08-21
2559,Partial remove usages of deprecated Numpy API,closed,9,2018-08-15,2018-09-01
2558,Question regarding numpy + cython + h5py.,closed,1,2018-08-15,2018-08-15
2557,"Implement ""@nogil"" as decorator in pure Python mode",closed,0,2018-08-15,2018-09-14
2556,make __Pyx_PyFunction_FastCallNoKw compatible with Stackless Python,closed,1,2018-08-14,2018-08-14
2555,DOC: use rst not md in for numpy debug error link,closed,1,2018-08-13,2018-08-13
2554,make the fast-call signature test compatible with Stackless Python,closed,1,2018-08-13,2018-08-14
2553,Set the maximum line length to 150.,closed,0,2018-08-12,2018-08-21
2552,Classes lack __annotations__ (PEP-526),closed,24,2018-08-12,2020-09-28
2551,Fused types: Duplicating an argument makes cython compile a bad script without raising errors.,open,1,2018-08-11,N/A
2550,syntax error in build scripts of 0.28.5,closed,2,2018-08-11,2018-08-11
2549,Removing the reference guide from the docs.,closed,1,2018-08-11,2018-08-11
2548,Moving Integrating multiple modules and Distributing cython modules into the userguide.,closed,0,2018-08-11,2018-08-11
2547,Moving the compiler options into the source files and compilation.,closed,0,2018-08-11,2018-08-11
2546,Moved the Cythonize section in the userguide.,closed,0,2018-08-11,2018-08-11
2545,Invalid code for default values of cdef class attributes,open,0,2018-08-11,N/A
2544,Invalid C code for char* slice assignment,open,1,2018-08-11,N/A
2543,co_filename is relative rather than absolute,open,6,2018-08-10,N/A
2542,Py_LIMITED_API / PEP 384,open,35,2018-08-09,N/A
2541,memoryview.pxd for cpython,closed,1,2018-08-08,2019-08-19
2540,bytearray.pxd for cpython,closed,2,2018-08-08,2018-08-24
2539,negative_indices=False seems to be ignored in some cases,open,0,2018-08-08,N/A
2538,Compiler error using fused type in __cinit__,closed,3,2018-08-07,2018-11-18
2537,Add Python Raw memory helper functions,closed,4,2018-08-07,2018-08-11
2536,"Cython's co_firstlineno doesn't include decorators, like normal python",closed,1,2018-08-07,2018-10-30
2535,Cython.Build.cythonize does not respect CC or GCC environment variables,closed,6,2018-08-07,2018-08-07
2534,Compatibility with Stackless Python,closed,3,2018-08-06,2018-08-15
2533,Use the print function in the nonecheck example,closed,0,2018-08-04,2018-08-04
2532,how to disabled debug info or strip debug info.,closed,0,2018-08-03,2018-08-03
2531,Implement minimal build system,open,30,2018-08-03,N/A
2530,Improve errors for invalid syntax combinations,open,0,2018-08-03,N/A
2529,(@cython.cfunc + Type Annotation) Fragility,closed,16,2018-08-03,2021-12-14
2528,WIP: MAINT: avoid numpy internals in {sg}et_array_base,closed,5,2018-08-01,2018-08-10
2527,Fix calling va_arg function with a NULL argument from generated C++ code,closed,0,2018-07-31,2018-07-31
2526,Use __slots__ in pure Python mode?,closed,4,2018-07-31,2018-08-01
2525,cimport does not search in `$HOME/.local/`,open,0,2018-07-30,N/A
2524,Using <complex.h> include does not work,closed,3,2018-07-30,2018-08-01
2523,Add NPY_CASTING,closed,5,2018-07-26,2018-08-11
2522,'ellipsis' is not JSON serializable error when compiling using nthreads on Python3.6,closed,0,2018-07-26,2018-07-26
2521,"Could you provide a more general code in ""Tutorials>Calling C libraries""",closed,4,2018-07-26,2018-07-28
2520,Add `typeobj` to `dtype`,closed,0,2018-07-25,2018-08-11
2519,Optimise range() iteration despite type casts on the step value,open,20,2018-07-25,N/A
2518,Adding __builtin_prefetch,open,3,2018-07-25,N/A
2517,ctypedef char array throws obscure error,open,0,2018-07-24,N/A
2516,build_ext for distutils compatible setup.py (optional cythonize).,closed,3,2018-07-24,2018-08-15
2515,Windows: Too long paths when building from source,closed,6,2018-07-24,2022-07-21
2514,Add fpclassify and FP_* constants to math.pxd,closed,0,2018-07-24,2020-03-21
2513,Definition of CYTHON_CCOMPLEX,closed,6,2018-07-23,2022-12-08
2512,unable to pass numpy 2D double complex array to cython as memoryview for writing,open,5,2018-07-23,N/A
2511,Feature request: Add --embed flag to cythonize CLI ,open,2,2018-07-22,N/A
2510,Feature request:,closed,0,2018-07-22,2018-07-22
2509,Travis CI: Add Python 3.7 to the testing,closed,4,2018-07-22,2018-08-11
2508,Odd behavior when slicing with None,closed,6,2018-07-20,2018-09-07
2507,"py build to pyd file, then result is unexpected?",open,1,2018-07-20,N/A
2506,Fix signedness test for enum types,closed,0,2018-07-18,2018-07-18
2505,Segfault when cythonizing,closed,11,2018-07-18,2019-04-14
2504,Crash when bounds of prange() are Python objects,open,2,2018-07-18,N/A
2503,Cannot declare non-extern C++ classes in .pxd files.,open,0,2018-07-17,N/A
2502,Why Cython uses gcc -O2 optimizations?,closed,1,2018-07-17,2018-07-17
2501,Compiler crashes when fused type is used as the key of a C++ map,closed,2,2018-07-16,2021-09-05
2500,Unexpected behavior when iterating over C string literal,open,2,2018-07-16,N/A
2499,Use exception stack in Py3.7,closed,2,2018-07-16,2018-09-15
2498,Change to non-deprecated NumPy C API,closed,35,2018-07-15,2020-03-22
2497,fail early if the module is called cython (and not the submodule),closed,0,2018-07-15,2018-07-18
2496,"submodule with name ""cython.pyx"" doesn't build",closed,1,2018-07-15,2018-07-18
2495,Misc. typos,closed,0,2018-07-14,2018-07-14
2494,Should not use __attribute__((optimize(…))),closed,9,2018-07-13,2018-07-22
2493,Allow C line in traceback also during module init,closed,0,2018-07-12,2018-07-18
2492,No .c line in traceback during module init,closed,3,2018-07-12,2018-07-18
2491,Is it possible to raise compile time error in pyx?,closed,2,2018-07-12,2018-08-14
2490,Add NPY_DATETIMEUNIT to Includes,closed,0,2018-07-11,2020-03-30
2489,Fixing the casting_python test under windows.,closed,1,2018-07-11,2018-08-11
2488,cython_compile_time_env has no effect at all,open,0,2018-07-11,N/A
2487,Errors compiling functions with type annotations,open,0,2018-07-10,N/A
2486,Late import in thread hangs,closed,2,2018-07-09,2018-07-09
2485,Constant memory view not available for object,open,4,2018-07-09,N/A
2484,\n is interpreted in verbatim code,closed,2,2018-07-09,2018-07-10
2483,Moving compilation from the reference guide to the userguide Part 3,closed,0,2018-07-08,2018-07-23
2482,Moving compilation from the reference guide to the userguide Part 4,closed,0,2018-07-08,2018-08-11
2481,Moving compilation from the reference guide to the userguide Part 2,closed,0,2018-07-08,2018-07-23
2480,Moving compilation from the reference guide to the userguide Part 1,closed,0,2018-07-08,2018-07-23
2479,Removing oudated pages from the table of content in the documenation main page.,closed,0,2018-07-08,2018-07-08
2478,Docs: Undo PR #2439 because readthedocs does not behave as expected.,closed,0,2018-07-08,2018-07-08
2477,Cython 0.28 Python 3.7 Traceback Regression,closed,3,2018-07-07,2018-07-08
2476,Issue with Stackless Python 2.7.14,closed,11,2018-07-07,2018-09-23
2475,Docs: Fixed a typo in a filename causing it not to be displayed in the docs.,closed,0,2018-07-07,2018-07-07
2474,Code Generator Issue involving cython.view.memoryview and cdef class Enum,open,2,2018-07-06,N/A
2473,pre-processor support for sizeof(type),closed,1,2018-07-06,2018-07-07
2472,cannot build if using clang,closed,3,2018-07-06,2018-07-09
2471,docs: Fixed tests under windows.,closed,4,2018-07-05,2018-07-08
2470,Feature request: Efficient slicing of C++ STL containers.,open,2,2018-07-04,N/A
2469,Pythran: verify that pythran supports called Numpy APIs,closed,0,2018-07-04,2018-07-23
2468,Cython closures cannot capture const or reference types.,open,1,2018-07-03,N/A
2467,docs: Added a note about the performance of slicing C++ stl containers.,closed,2,2018-07-03,2018-07-03
2466,"docs: Added a link to the include directory in ""Using C++ in Cython"".",closed,0,2018-07-03,2018-07-06
2465,Changed the numpy tutorial to make is faster to understand.,closed,14,2018-07-02,2018-08-19
2464,Gradually enabling PEP8 checks on Travis ci.,closed,4,2018-07-02,2018-08-11
2463,"Error while cythonizing print(""string"",end="""") type of statement in python 3.6.5",closed,2,2018-07-02,2018-07-02
2462,BUG: no suitable method found when using fused types,open,1,2018-07-02,N/A
2461,Fix test_itimer on x32,closed,0,2018-07-01,2018-07-02
2460,"Removed the mode ""test"" for the tests because it's not a real test mode.",closed,0,2018-07-01,2018-07-06
2459,Modified some statements in the documentation.,closed,1,2018-06-30,2018-07-06
2458,Avoid being redirected every time the doc is being built.,closed,0,2018-06-30,2018-07-06
2457,Added a make.bat to be able to build the docs on Windows too.,closed,1,2018-06-30,2018-08-11
2456,Fixed minor formatting issue in some of the examples.,closed,0,2018-06-30,2018-07-06
2455,Added mention of .pyd files for windows users.,closed,1,2018-06-30,2018-07-06
2454,"Python 3.7, Windows: FAIL: with_outer_raising (pure_doctest__generators_py)",closed,4,2018-06-29,2018-08-25
2453,fixes #2422,closed,7,2018-06-29,2018-07-06
2452,Module .pxd file not found next to .pyx file,open,7,2018-06-29,N/A
2451,Removed mention of a version so old that nobody should be concerned.,closed,1,2018-06-29,2018-07-06
2450,Temporary fix for the pyximport description.,closed,0,2018-06-29,2018-07-07
2449,"Added the C array conversion to and from python in ""language basics"".",closed,0,2018-06-29,2018-07-06
2448,"Added tests for ""Using C++ in Cython"" part 7",closed,0,2018-06-29,2018-07-06
2447,"Added tests for ""Using C++ in Cython"" part 6",closed,0,2018-06-28,2018-07-06
2446,"Added tests for ""Using C++ in Cython"" part 5",closed,0,2018-06-28,2018-07-06
2445,"Added tests for ""Using C++ in Cython"" part 4",closed,0,2018-06-28,2018-07-06
2444,ValueError with numpy 1.16,closed,10,2018-06-28,2018-07-07
2443,"Added tests for ""Using C++ in Cython"" part 3",closed,0,2018-06-28,2018-07-06
2442,"Added tests for ""Using C++ in Cython"" part 2",closed,0,2018-06-28,2018-07-06
2441,"Added tests for ""Using C++ in Cython"" part 1",closed,0,2018-06-28,2018-07-06
2440,"Don't display ""cimported module has no attribute 'baz'"" for non-cimportable modules",open,0,2018-06-28,N/A
2439,Enable automatic redirect for outdated pages in the docs.,closed,9,2018-06-27,2018-07-07
2438,Segmentation fault when raising errors from generator methods,open,0,2018-06-27,N/A
2437,"Added tests for ""Extension types"" part 4",closed,0,2018-06-27,2018-07-06
2436,Added a note on the compilation with numpy to avoid confusion.,closed,1,2018-06-27,2018-07-06
2435,"Added tests for ""typed memoryviews"" part 7",closed,0,2018-06-26,2018-07-06
2434,"Added tests for ""typed memoryviews"" part 6",closed,1,2018-06-26,2018-07-06
2433,Added an example of using python strings with const memoryviews.,closed,1,2018-06-26,2018-07-06
2432,"Added tests for ""typed memoryviews"" part 5",closed,0,2018-06-26,2018-07-06
2431,"Added tests for ""typed memoryviews"" part 4",closed,0,2018-06-26,2018-07-06
2430,"Added tests for ""typed memoryviews"" part 3",closed,0,2018-06-26,2018-07-06
2429,"Added tests for ""typed memoryviews"" part 2",closed,0,2018-06-26,2018-07-06
2428,"Added tests for ""typed memoryviews"" part 1",closed,0,2018-06-26,2018-07-06
2427,Simplified the first example of fused types.,closed,1,2018-06-26,2018-07-07
2426,"Exceptions are not caught, if a global tuple is used as exception types",closed,1,2018-06-26,2018-06-26
2425,`except dynamic_tuple:` fails to catch on Python 3,closed,3,2018-06-26,2018-06-26
2424,"Adding tests for ""pure python mode"" part 13",closed,0,2018-06-26,2018-08-11
2423,Small mention in the docs about bytes strings conversion.,closed,0,2018-06-26,2018-07-06
2422,"cython-tool might produce an error for cython.pyx, the same way cythonize does",closed,1,2018-06-26,2018-07-06
2421,"Please clarify in documentation, that the resulting C-string is null terminated",closed,1,2018-06-26,2018-07-06
2420,"Added tests for ""language basics"" part 8",closed,0,2018-06-25,2018-07-06
2419,"Added tests for ""language basics"" part 7",closed,0,2018-06-25,2018-07-06
2418,Update clibraries.rst,closed,2,2018-06-25,2018-07-06
2417,"Added tests for ""language basics"" part 6",closed,0,2018-06-25,2018-07-06
2416,Please provide Python 3.7 wheels,closed,4,2018-06-25,2018-06-26
2415,"Added tests for ""language basics"" part 5",closed,4,2018-06-25,2018-07-07
2414,"Added tests for ""language basics"" part 4",closed,0,2018-06-25,2018-07-06
2413,"Added tests for ""language basics"" part 3",closed,0,2018-06-25,2018-07-06
2412,"Added tests for ""language basics"" part 2",closed,0,2018-06-25,2018-07-06
2411,Fixing some broken links.,closed,0,2018-06-25,2018-07-07
2410,Overflow error not raised on variable assignment,closed,4,2018-06-25,2018-06-27
2409,"Added tests to ""Interfacing with external C code"" part 2",closed,0,2018-06-24,2018-07-06
2408,"Adding tests for ""sharing declarations"" part 2",closed,0,2018-06-24,2018-07-06
2407,"Adding tests for ""sharing declarations"" part 1",closed,0,2018-06-24,2018-07-07
2406,Changed some URLs to fix some links redirection.,closed,0,2018-06-24,2018-07-07
2405,"Adding tests for ""pure python mode"" part 12",closed,0,2018-06-23,2018-07-06
2404,"Added tests to ""profiling tutorial"" part 6",closed,0,2018-06-23,2018-07-06
2403,Removed some text duplication and redicted for pyximport.,closed,2,2018-06-23,2018-07-06
2402,Removed an outdated makefile.,closed,1,2018-06-23,2018-07-06
2401,Added missing header for a table in the docs.,closed,0,2018-06-23,2018-07-06
2400,"Removed outdated ""Special Methods Table"" and put a link to the most recent version.",closed,0,2018-06-23,2018-07-06
2399,"Added tests to ""Extension types"" part 3",closed,0,2018-06-22,2018-06-22
2398,"Added tests to ""Extension types"" part 2",closed,0,2018-06-22,2018-06-22
2397,"Added tests to ""Early binding for speed"" part 2",closed,0,2018-06-22,2018-06-22
2396,"Added tests to ""Implementing the buffer protocol"" part 3",closed,0,2018-06-22,2018-06-22
2395,"Added tests to ""Implementing the buffer protocol"" part 2",closed,0,2018-06-22,2018-06-22
2394,"Refactoring of the extend function in ""using C libraries"" to make it simpler.",closed,0,2018-06-22,2018-06-22
2393,"Added tests to ""Using Parallelism"" part 4",closed,0,2018-06-22,2018-06-22
2392,"Added tests to ""Using Parallelism"" part 3",closed,1,2018-06-21,2018-06-22
2391,"Added tests to ""Using Parallelism"" part 2",closed,0,2018-06-21,2018-06-22
2390,Changed the organisation of prange.,closed,0,2018-06-21,2018-07-07
2389,"Adding tests for ""Unicode and passing strings"" part 14",closed,0,2018-06-21,2018-06-22
2388,"Adding tests for ""Unicode and passing strings"" part 13",closed,0,2018-06-21,2018-06-22
2387,"Adding tests for ""Unicode and passing strings"" part 12",closed,0,2018-06-21,2018-06-22
2386,"Adding tests for ""Unicode and passing strings"" part 11",closed,0,2018-06-21,2018-06-22
2385,"Adding tests for ""Unicode and passing strings"" part 10",closed,0,2018-06-21,2018-06-22
2384,"Adding tests for ""Unicode and passing strings"" part 9",closed,0,2018-06-21,2018-06-22
2383,"""Compiler crash in PostParse"" when initializing pointer in cdef class to NULL",open,2,2018-06-20,N/A
2382,"Adding tests for ""Unicode and passing strings"" part 8",closed,0,2018-06-19,2018-06-20
2381,"Adding tests for ""Unicode and passing strings"" part 7",closed,0,2018-06-19,2018-06-20
2380,"Adding tests for ""Unicode and passing strings"" part 6",closed,0,2018-06-19,2018-06-20
2379,"Adding tests for ""Unicode and passing strings"" part 5",closed,0,2018-06-19,2018-06-20
2378,"Adding tests for ""Unicode and passing strings"" part 4",closed,0,2018-06-18,2018-06-22
2377,"Adding tests for ""Unicode and passing strings"" part 3",closed,0,2018-06-18,2018-06-20
2376,"Adding tests for ""Unicode and passing strings"" part 2",closed,0,2018-06-18,2018-06-20
2375,"Adding tests for ""pure python mode"" part 11",closed,0,2018-06-18,2018-06-20
2374,"Adding tests for ""pure python mode"" part 10",closed,0,2018-06-18,2018-06-20
2373,"Adding tests for ""pure python mode"" part 9",closed,0,2018-06-18,2018-06-20
2372,"Adding tests for ""pure python mode"" part 8",closed,0,2018-06-18,2018-06-20
2371,"Adding tests for ""Basic tutorial""",closed,0,2018-06-18,2018-06-20
2370,"Added tests to ""Using Parallelism"" part 1",closed,1,2018-06-17,2018-06-20
2369,"Added tests to ""Memoryviews"" part 1",closed,0,2018-06-17,2018-06-20
2368,"Added tests to ""Fused types (templates)"" part 1",closed,0,2018-06-17,2018-06-20
2367,"Added tests to ""Interfacing with external C code"" part 1",closed,0,2018-06-17,2018-06-20
2366,"Added tests to ""Implementing the buffer protocol"" part 1",closed,0,2018-06-17,2018-06-20
2365,"Added tests to ""Early binding for speed"" part 1",closed,0,2018-06-17,2018-06-17
2364,"Added tests to ""Extension types"" part 1",closed,0,2018-06-17,2018-06-17
2363,Incorrect C function signature casts,closed,1,2018-06-17,2018-08-02
2362,"Enhance ""wrapping C libraries"".",closed,2,2018-06-16,2018-06-20
2361,Extended the examples of string.rst and put them in the examples directory for testing.,closed,0,2018-06-16,2018-06-17
2360,"Added tests to ""profiling tutorial"" part 5",closed,0,2018-06-16,2018-06-16
2359,"Added tests to ""profiling tutorial"" part 4",closed,0,2018-06-16,2018-06-16
2358,"Added tests to ""profiling tutorial"" part 3",closed,0,2018-06-16,2018-06-16
2357,"Added tests to ""profiling tutorial"" part 2",closed,0,2018-06-16,2018-06-16
2356,Use a shared library for shared code,open,14,2018-06-15,N/A
2355,"Added tests to ""profiling tutorial"" part 1.",closed,0,2018-06-15,2018-06-15
2354,"Added tests for ""memory allocation"" Part 2",closed,0,2018-06-15,2018-06-15
2353,"Added tests for ""memory allocation"" Part 1",closed,2,2018-06-15,2018-06-17
2352,Added tests for cdef_classes.rst. Part 5,closed,0,2018-06-15,2018-06-15
2351,"Adding test for ""language basics"" part 1",closed,1,2018-06-15,2018-06-15
2350,"Adding tests for ""working with numpy"" part 2",closed,0,2018-06-15,2018-06-16
2349,"Adding tests for ""working with numpy"" part 1",closed,0,2018-06-15,2018-06-16
2348,"Adding tests for ""working with python arrays"" part 5",closed,0,2018-06-15,2018-06-15
2347,"Adding tests for ""working with python arrays"" part 4",closed,0,2018-06-15,2018-06-15
2346,"Adding tests for ""working with python arrays"" part 3",closed,0,2018-06-15,2018-06-15
2345,"Adding tests for ""working with python arrays"" part 2",closed,2,2018-06-15,2018-06-15
2344,Bug when using @cython.cclass and cython.declare,closed,0,2018-06-15,2018-06-26
2343,Make module state local to a module instance (PEP-489/573),open,0,2018-06-15,N/A
2342,"Added test of a piece of code in ""working with python arrays"".",closed,0,2018-06-14,2018-06-15
2341,"Adding tests for ""pure python mode"" part 7",closed,0,2018-06-14,2018-06-15
2340,"Adding tests for ""pure python mode"" part 6",closed,1,2018-06-14,2018-06-15
2339,Weird behavior when iterating over list of dicts,open,5,2018-06-14,N/A
2338,"Adding tests for ""pure python mode"" part 5",closed,0,2018-06-14,2018-06-15
2337,"Adding tests for ""pure python mode"" part 4",closed,0,2018-06-14,2018-06-15
2336,"Adding tests for ""pure python mode"" part 3",closed,0,2018-06-14,2018-06-15
2335,"Adding tests for ""pure python mode"" part 2",closed,0,2018-06-14,2018-06-15
2334,"Adding tests for ""pure python mode"" part 1",closed,0,2018-06-14,2018-06-15
2333,Can Cython only generate  python3 codes without python2?,closed,1,2018-06-14,2018-06-14
2332,Added tests for cdef_classes.rst. Part 4.,closed,0,2018-06-13,2018-06-15
2331,Added tests for cdef_classes.rst. Part 3.,closed,2,2018-06-13,2018-06-15
2330,Added tests for cdef_classes.rst. Part 2.,closed,0,2018-06-13,2018-06-15
2329,Added tests for cdef_classes.rst.,closed,0,2018-06-13,2018-06-15
2328,cython *.pyx does not work on raspberry ,closed,1,2018-06-13,2018-06-13
2327,"Added tests for some of the code snippets in ""calling C libraries""",closed,2,2018-06-13,2018-06-15
2326,"Adding tests for the code snippets in ""Calling C functions"".",closed,0,2018-06-13,2018-06-15
2325,Adding tests for the code snippets in docs/src/quickstart/cythonize.rst,closed,0,2018-06-13,2018-06-15
2324,Update cpp examples,closed,0,2018-06-12,2018-06-16
2323,build_dir has no effect if module_list contains absolute paths,closed,0,2018-06-11,2018-06-12
2322,Removed an unused variable.,closed,0,2018-06-11,2018-06-11
2321,Formatted runtests.py to make it respect the pep8 conventions of try...except.,closed,1,2018-06-11,2018-06-11
2320,"Removed the unused variable ""WORKDIR"" from runtests.py.",closed,0,2018-06-11,2018-06-11
2319,Failing tests with 0.28.3,closed,3,2018-06-10,2018-06-10
2318,Behavior in windows 10,closed,1,2018-06-09,2018-06-09
2317,Fix purepython builtin type strings,closed,3,2018-06-08,2018-06-09
2316,parallel.prange loops producing random results,open,11,2018-06-08,N/A
2315,Compile time env available from cython command line options,closed,4,2018-06-08,2018-06-11
2314,compile_time_env on command line,closed,0,2018-06-08,2018-06-11
